[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
296:(10/23),0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.24,0.25,0.31,0.33,0.33,0.38,0.29,0.21,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.6
297:(10/24),0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.22,0.30,0.40,0.36,0.20,0.13,0.14,0.11,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
298:(10/25),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.25,0.22,0.34,0.33,0.18,0.16,0.13,0.12,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
299:(10/26),0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.17,0.31,0.36,0.49,0.47,0.38,0.29,0.22,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9
300:(10/27),0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.16,0.22,0.24,0.21,0.21,0.20,0.19,0.17,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
301:(10/28),0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.16,0.20,0.25,0.31,0.31,0.28,0.33,0.16,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
302:(10/29),0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.16,0.23,0.27,0.32,0.44,0.25,0.32,0.21,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
303:(10/30),0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.23,0.33,0.29,0.39,0.43,0.39,0.30,0.20,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.8
304:(10/31),0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.20,0.33,0.36,0.35,0.44,0.42,0.30,0.11,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.7
305:(11/01),0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.16,0.18,0.20,0.21,0.19,0.18,0.15,0.13,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
306:(11/02),0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.17,0.21,0.25,0.27,0.30,0.32,0.29,0.20,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
307:(11/03),0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.13,0.17,0.09,0.06,0.09,0.14,0.16,0.09,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0
308:(11/04),0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.11,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3
309:(11/05),0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.19,0.26,0.40,0.44,0.45,0.29,0.31,0.20,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.7
310:(11/06),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.08,0.10,0.08,0.09,0.08,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
311:(11/07),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.16,0.28,0.27,0.22,0.22,0.16,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
312:(11/08),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.16,0.32,0.45,0.35,0.20,0.14,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
313:(11/09),0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.14,0.20,0.25,0.30,0.30,0.27,0.19,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
314:(11/10),0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.18,0.25,0.30,0.33,0.31,0.28,0.25,0.18,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.3
315:(11/11),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.31,0.35,0.44,0.40,0.38,0.29,0.15,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.7
316:(11/12),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.31,0.37,0.42,0.41,0.36,0.29,0.18,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.7
317:(11/13),0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.31,0.34,0.34,0.33,0.27,0.17,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
318:(11/14),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.10,0.08,0.07,0.06,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
319:(11/15),0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.23,0.27,0.27,0.24,0.22,0.19,0.14,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
320:(11/16),0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.20,0.23,0.26,0.29,0.27,0.23,0.17,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
321:(11/17),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.28,0.37,0.39,0.34,0.35,0.25,0.17,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
322:(11/18),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.19,0.36,0.34,0.39,0.36,0.23,0.13,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
323:(11/19),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.26,0.37,0.35,0.32,0.28,0.25,0.17,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
324:(11/20),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.25,0.25,0.16,0.14,0.22,0.19,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5
325:(11/21),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.28,0.34,0.41,0.40,0.35,0.27,0.12,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
326:(11/22),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.11,0.21,0.40,0.31,0.35,0.25,0.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
327:(11/23),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.18,0.20,0.22,0.37,0.24,0.18,0.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
328:(11/24),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.17,0.21,0.24,0.24,0.22,0.20,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
329:(11/25),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.26,0.32,0.36,0.33,0.30,0.25,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
330:(11/26),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.34,0.36,0.39,0.29,0.21,0.11,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
331:(11/27),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.14,0.14,0.14,0.14,0.12,0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
332:(11/28),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.20,0.33,0.38,0.36,0.30,0.23,0.12,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
333:(11/29),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.19,0.24,0.26,0.26,0.26,0.23,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
334:(11/30),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.21,0.24,0.24,0.23,0.21,0.19,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
335:(12/01),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.23,0.29,0.28,0.29,0.30,0.25,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
336:(12/02),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.04,0.07,0.10,0.08,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
337:(12/03),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.09,0.11,0.12,0.11,0.06,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
338:(12/04),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.22,0.33,0.36,0.37,0.32,0.25,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
339:(12/05),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.05,0.05,0.06,0.06,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
340:(12/06),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.14,0.18,0.19,0.25,0.27,0.25,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
341:(12/07),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.08,0.11,0.09,0.07,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
342:(12/08),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.09,0.12,0.18,0.20,0.18,0.14,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
343:(12/09),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.20,0.29,0.35,0.30,0.33,0.21,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
344:(12/10),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.29,0.07,0.36,0.33,0.15,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
345:(12/11),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.18,0.28,0.23,0.30,0.33,0.22,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
346:(12/12),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.22,0.31,0.36,0.37,0.33,0.23,0.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
347:(12/13),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.19,0.19,0.19,0.19,0.20,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5
348:(12/14),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.19,0.23,0.32,0.29,0.31,0.25,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
349:(12/15),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.23,0.31,0.36,0.35,0.31,0.25,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
350:(12/16),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.19,0.25,0.27,0.25,0.23,0.17,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
351:(12/17),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.16,0.17,0.19,0.20,0.20,0.18,0.14,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
352:(12/18),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.17,0.21,0.33,0.36,0.29,0.23,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
353:(12/19),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.20,0.25,0.28,0.29,0.29,0.24,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
354:(12/20),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.16,0.17,0.16,0.16,0.14,0.14,0.12,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3
355:(12/21),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.11,0.12,0.13,0.13,0.12,0.13,0.12,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
356:(12/22),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.22,0.27,0.30,0.29,0.27,0.22,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
357:(12/23),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.28,0.27,0.32,0.31,0.18,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
358:(12/24),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0
359:(12/25),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.19,0.24,0.28,0.35,0.27,0.23,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
360:(12/26),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.18,0.16,0.23,0.24,0.13,0.13,0.13,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
361:(12/27),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.22,0.29,0.36,0.37,0.31,0.26,0.13,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
362:(12/28),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.16,0.19,0.22,0.26,0.25,0.21,0.16,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
363:(12/29),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.20,0.27,0.31,0.34,0.32,0.26,0.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
364:(12/30),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.18,0.25,0.29,0.29,0.28,0.26,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
365:(12/31),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.12,0.22,0.29,0.19,0.26,0.14,0.09,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
