[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
001:(01/01),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.10,0.16,0.18,0.11,0.08,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
002:(01/02),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.12,0.09,0.12,0.16,0.11,0.07,0.08,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
003:(01/03),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.08,0.12,0.21,0.24,0.26,0.27,0.17,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5
004:(01/04),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.15,0.15,0.15,0.30,0.25,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
005:(01/05),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.21,0.27,0.28,0.21,0.19,0.16,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
006:(01/06),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.09,0.11,0.12,0.13,0.19,0.26,0.16,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3
007:(01/07),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.14,0.15,0.18,0.18,0.18,0.16,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3
008:(01/08),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.15,0.17,0.21,0.22,0.19,0.27,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5
009:(01/09),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,0.13,0.14,0.14,0.12,0.12,0.10,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
010:(01/10),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,0.17,0.23,0.28,0.31,0.26,0.16,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
011:(01/11),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.14,0.17,0.21,0.35,0.36,0.24,0.17,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
012:(01/12),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.08,0.10,0.14,0.14,0.14,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
013:(01/13),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.18,0.20,0.21,0.23,0.25,0.24,0.18,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
014:(01/14),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.11,0.13,0.14,0.14,0.15,0.17,0.16,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
015:(01/15),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.20,0.24,0.26,0.26,0.23,0.18,0.17,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
016:(01/16),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.17,0.21,0.24,0.26,0.26,0.23,0.19,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
017:(01/17),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.20,0.26,0.31,0.32,0.33,0.11,0.05,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8
018:(01/18),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.14,0.28,0.22,0.19,0.25,0.19,0.11,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
019:(01/19),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.16,0.19,0.21,0.22,0.19,0.17,0.17,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
020:(01/20),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.19,0.22,0.24,0.27,0.26,0.24,0.19,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
021:(01/21),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.14,0.18,0.18,0.14,0.09,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
022:(01/22),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.19,0.23,0.24,0.23,0.25,0.24,0.14,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
023:(01/23),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.12,0.12,0.13,0.14,0.13,0.12,0.09,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
024:(01/24),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.21,0.25,0.32,0.42,0.36,0.32,0.22,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
025:(01/25),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.25,0.22,0.29,0.33,0.35,0.31,0.21,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
026:(01/26),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.17,0.19,0.18,0.17,0.15,0.13,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
027:(01/27),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.16,0.41,0.42,0.38,0.14,0.22,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
028:(01/28),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.14,0.17,0.18,0.16,0.14,0.11,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3
029:(01/29),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.15,0.21,0.25,0.24,0.25,0.28,0.23,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
030:(01/30),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.14,0.16,0.18,0.24,0.30,0.23,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
031:(01/31),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.17,0.21,0.22,0.21,0.19,0.18,0.18,0.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
032:(02/01),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.21,0.28,0.36,0.41,0.41,0.34,0.24,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
033:(02/02),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.18,0.18,0.19,0.20,0.24,0.33,0.24,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
034:(02/03),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.16,0.16,0.16,0.28,0.32,0.17,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7
035:(02/04),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.22,0.28,0.37,0.38,0.40,0.33,0.23,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
036:(02/05),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.16,0.17,0.18,0.18,0.16,0.14,0.13,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.4
037:(02/06),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.26,0.36,0.37,0.31,0.31,0.28,0.22,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
038:(02/07),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.23,0.34,0.44,0.38,0.32,0.27,0.25,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
039:(02/08),0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.27,0.34,0.44,0.46,0.37,0.28,0.16,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.6
040:(02/09),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.23,0.29,0.34,0.36,0.32,0.25,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.3
041:(02/10),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.18,0.27,0.33,0.29,0.14,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6
042:(02/11),0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.20,0.24,0.28,0.30,0.27,0.38,0.18,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1
043:(02/12),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.20,0.29,0.35,0.37,0.36,0.32,0.28,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
044:(02/13),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.15,0.17,0.17,0.23,0.34,0.34,0.26,0.15,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
045:(02/14),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.23,0.29,0.39,0.42,0.38,0.34,0.27,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.7
046:(02/15),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.08,0.12,0.17,0.16,0.12,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
047:(02/16),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.27,0.34,0.41,0.47,0.46,0.40,0.29,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0
048:(02/17),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.12,0.12,0.14,0.14,0.13,0.11,0.09,0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
049:(02/18),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.26,0.37,0.49,0.50,0.48,0.32,0.19,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0
050:(02/19),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.27,0.27,0.48,0.50,0.39,0.39,0.23,0.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9
051:(02/20),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.23,0.39,0.49,0.42,0.49,0.34,0.23,0.17,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0
052:(02/21),0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.19,0.18,0.21,0.21,0.26,0.25,0.25,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
053:(02/22),0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.14,0.22,0.25,0.25,0.34,0.25,0.19,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
054:(02/23),0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.17,0.19,0.19,0.18,0.17,0.40,0.29,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0
