[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
130:(05/10),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.09,0.12,0.14,0.14,0.13,0.12,0.09,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0
131:(05/11),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.06,0.06,0.06,0.05,0.04,0.02,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
132:(05/12),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.02,0.03,0.05,0.05,0.03,0.04,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.4
133:(05/13),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.10,0.13,0.14,0.15,0.16,0.14,0.12,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
134:(05/14),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.11,0.13,0.13,0.14,0.12,0.10,0.08,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
135:(05/15),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.3
136:(05/16),0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.10,0.13,0.15,0.16,0.15,0.12,0.12,0.10,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
137:(05/17),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.10,0.12,0.14,0.10,0.13,0.11,0.08,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0
138:(05/18),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.10,0.12,0.07,0.13,0.13,0.10,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.8
139:(05/19),0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.11,0.14,0.16,0.17,0.17,0.16,0.14,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.4
140:(05/20),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.11,0.13,0.10,0.12,0.13,0.11,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
141:(05/21),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.12,0.13,0.15,0.15,0.14,0.12,0.05,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
142:(05/22),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.11,0.12,0.16,0.16,0.14,0.11,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
143:(05/23),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.10,0.12,0.14,0.16,0.16,0.15,0.13,0.10,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
144:(05/24),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.09,0.12,0.14,0.16,0.16,0.16,0.14,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
145:(05/25),0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.10,0.13,0.14,0.16,0.16,0.12,0.07,0.05,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
146:(05/26),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.05,0.09,0.10,0.06,0.04,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
147:(05/27),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.03,0.05,0.11,0.10,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.5
148:(05/28),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.03,0.07,0.07,0.06,0.08,0.06,0.06,0.08,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
149:(05/29),0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.09,0.12,0.16,0.17,0.16,0.09,0.06,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
150:(05/30),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.14,0.15,0.14,0.14,0.12,0.10,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.0
151:(05/31),0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.05,0.04,0.05,0.11,0.12,0.12,0.11,0.09,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
152:(06/01),0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.07,0.10,0.14,0.13,0.15,0.16,0.14,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
153:(06/02),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.09,0.10,0.11,0.07,0.07,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
154:(06/03),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.03,0.10,0.11,0.10,0.12,0.10,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.7
155:(06/04),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.10,0.11,0.12,0.14,0.14,0.04,0.04,0.10,0.07,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
156:(06/05),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.03,0.03,0.02,0.02,0.04,0.07,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
157:(06/06),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.09,0.09,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
158:(06/07),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.06,0.06,0.08,0.08,0.07,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
159:(06/08),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.03,0.04,0.07,0.06,0.06,0.11,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
160:(06/09),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.2
161:(06/10),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.12,0.13,0.15,0.15,0.14,0.13,0.10,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
162:(06/11),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.12,0.13,0.15,0.14,0.14,0.09,0.04,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
163:(06/12),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.07,0.07,0.04,0.06,0.15,0.14,0.10,0.08,0.06,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
164:(06/13),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.04,0.05,0.10,0.06,0.09,0.07,0.04,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
165:(06/14),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.03,0.05,0.07,0.06,0.08,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.4
166:(06/15),0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.10,0.08,0.13,0.11,0.12,0.09,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
167:(06/16),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.07,0.10,0.13,0.14,0.12,0.10,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
168:(06/17),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.09,0.12,0.13,0.14,0.14,0.12,0.10,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
169:(06/18),0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.07,0.07,0.10,0.09,0.11,0.14,0.12,0.06,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
170:(06/19),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
171:(06/20),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.10,0.08,0.08,0.09,0.08,0.07,0.07,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.7
172:(06/21),0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.06,0.09,0.08,0.13,0.13,0.08,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
173:(06/22),0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.04,0.07,0.07,0.05,0.09,0.11,0.10,0.08,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.8
174:(06/23),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
175:(06/24),0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.03,0.05,0.07,0.07,0.07,0.05,0.04,0.04,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
176:(06/25),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.06,0.09,0.05,0.05,0.04,0.04,0.05,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
177:(06/26),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
178:(06/27),0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.08,0.11,0.12,0.12,0.11,0.10,0.10,0.07,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
179:(06/28),0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.07,0.07,0.06,0.06,0.12,0.11,0.05,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
180:(06/29),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.04,0.05,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.3
181:(06/30),0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1
182:(07/01),0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.04,0.06,0.08,0.10,0.07,0.08,0.08,0.06,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.7
183:(07/02),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.07,0.11,0.10,0.09,0.08,0.09,0.10,0.08,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
184:(07/03),0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.11,0.14,0.16,0.16,0.15,0.13,0.10,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2
185:(07/04),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.10,0.13,0.14,0.15,0.16,0.15,0.12,0.09,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
186:(07/05),0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.06,0.09,0.05,0.03,0.01,0.01,0.01,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
187:(07/06),0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.11,0.12,0.15,0.16,0.16,0.16,0.13,0.09,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
188:(07/07),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
189:(07/08),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
190:(07/09),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1
191:(07/10),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1
192:(07/11),0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.10,0.12,0.15,0.16,0.17,0.16,0.14,0.12,0.09,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.4
193:(07/12),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.12,0.14,0.14,0.14,0.14,0.12,0.09,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
194:(07/13),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.11,0.14,0.15,0.16,0.15,0.13,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
195:(07/14),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.10,0.13,0.15,0.15,0.14,0.12,0.10,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
196:(07/15),0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.04,0.10,0.12,0.13,0.09,0.10,0.12,0.08,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
197:(07/16),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.06,0.11,0.13,0.14,0.14,0.13,0.11,0.08,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.0
198:(07/17),0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.12,0.14,0.15,0.16,0.15,0.14,0.11,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.3
199:(07/18),0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.08,0.10,0.12,0.14,0.15,0.14,0.13,0.10,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
200:(07/19),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.11,0.12,0.12,0.13,0.13,0.12,0.06,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
201:(07/20),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.14,0.08,0.07,0.06,0.06,0.04,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
202:(07/21),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.2
203:(07/22),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.05,0.06,0.06,0.08,0.05,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
204:(07/23),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
205:(07/24),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.03,0.05,0.10,0.09,0.09,0.10,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
206:(07/25),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.07,0.08,0.13,0.13,0.13,0.12,0.10,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.0
207:(07/26),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.05,0.10,0.13,0.14,0.15,0.15,0.13,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
208:(07/27),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.12,0.14,0.15,0.16,0.15,0.14,0.11,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.3
209:(07/28),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.11,0.13,0.15,0.16,0.15,0.13,0.10,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
210:(07/29),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.11,0.13,0.14,0.14,0.13,0.08,0.02,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
211:(07/30),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.04,0.05,0.09,0.14,0.07,0.07,0.06,0.06,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.7
212:(07/31),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.12,0.14,0.15,0.16,0.15,0.14,0.11,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
213:(08/01),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.09,0.11,0.13,0.14,0.15,0.13,0.10,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
214:(08/02),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.07,0.09,0.10,0.12,0.12,0.11,0.09,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.9
215:(08/03),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.07,0.07,0.13,0.12,0.11,0.09,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
216:(08/04),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.10,0.12,0.13,0.14,0.14,0.12,0.07,0.03,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.0
217:(08/05),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.07,0.07,0.05,0.04,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
218:(08/06),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.05,0.08,0.07,0.03,0.04,0.03,0.06,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.5
219:(08/07),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.04,0.05,0.07,0.12,0.12,0.11,0.08,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
220:(08/08),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.09,0.07,0.09,0.06,0.04,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.5
221:(08/09),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.09,0.12,0.13,0.15,0.16,0.15,0.13,0.11,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
222:(08/10),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.12,0.14,0.15,0.16,0.15,0.13,0.10,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.2
223:(08/11),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.09,0.09,0.06,0.07,0.13,0.11,0.09,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.8
224:(08/12),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.05,0.04,0.06,0.07,0.08,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.5
225:(08/13),0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.03,0.05,0.09,0.09,0.12,0.12,0.12,0.07,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
226:(08/14),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.04,0.04,0.02,0.02,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
227:(08/15),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.01,0.04,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.3
228:(08/16),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.03,0.04,0.04,0.04,0.05,0.06,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
229:(08/17),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.07,0.13,0.05,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.5
230:(08/18),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.06,0.07,0.07,0.06,0.07,0.07,0.05,0.04,0.06,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
231:(08/19),0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.05,0.03,0.06,0.07,0.12,0.11,0.09,0.09,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
232:(08/20),0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.08,0.10,0.11,0.12,0.13,0.13,0.12,0.10,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
233:(08/21),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.05,0.09,0.11,0.12,0.09,0.07,0.05,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
234:(08/22),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.06,0.07,0.11,0.07,0.08,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.6
235:(08/23),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.05,0.06,0.07,0.11,0.12,0.12,0.07,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
236:(08/24),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.08,0.11,0.13,0.14,0.15,0.14,0.12,0.08,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.1
237:(08/25),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.06,0.08,0.06,0.10,0.08,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
238:(08/26),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.04,0.04,0.06,0.06,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.3
239:(08/27),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.12,0.12,0.13,0.12,0.10,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
240:(08/28),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.12,0.13,0.13,0.11,0.10,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
241:(08/29),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.08,0.11,0.14,0.13,0.12,0.10,0.08,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
242:(08/30),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.09,0.11,0.13,0.09,0.09,0.10,0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
243:(08/31),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.11,0.08,0.09,0.11,0.09,0.06,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
244:(09/01),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.04,0.03,0.06,0.10,0.07,0.05,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5
245:(09/02),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.12,0.14,0.09,0.07,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
246:(09/03),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.07,0.08,0.10,0.11,0.07,0.10,0.08,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.7
247:(09/04),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.09,0.09,0.12,0.13,0.12,0.11,0.08,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
248:(09/05),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.10,0.11,0.10,0.10,0.07,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8
249:(09/06),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.09,0.12,0.10,0.12,0.11,0.06,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
250:(09/07),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.08,0.08,0.07,0.10,0.13,0.12,0.09,0.08,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
251:(09/08),0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.02,0.05,0.09,0.11,0.11,0.09,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6
252:(09/09),0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.10,0.12,0.13,0.11,0.10,0.09,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
253:(09/10),0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.08,0.10,0.12,0.10,0.09,0.10,0.12,0.08,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9
254:(09/11),0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.09,0.12,0.13,0.15,0.14,0.14,0.12,0.09,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1
255:(09/12),0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.06,0.11,0.05,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4
256:(09/13),0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1
257:(09/14),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2
258:(09/15),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1
