[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
066:(03/07),0.00,0.00,0.00,0.00,0.00,0.02,0.41,1.03,1.63,1.45,2.03,2.36,1.51,0.94,0.45,0.19,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.1
067:(03/08),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.19,0.28,0.33,0.32,0.36,0.30,0.18,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.3
068:(03/09),0.00,0.00,0.00,0.00,0.00,0.02,0.39,1.17,1.90,2.48,2.83,2.91,2.71,2.30,1.64,1.14,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.8
069:(03/10),0.00,0.00,0.00,0.00,0.00,0.03,0.49,1.26,1.90,2.43,2.76,2.85,2.70,2.02,1.14,0.61,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.4
070:(03/11),0.00,0.00,0.00,0.00,0.00,0.03,0.29,0.99,0.96,2.11,1.34,1.03,1.38,1.35,1.63,1.04,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.5
071:(03/12),0.00,0.00,0.00,0.00,0.00,0.05,0.53,1.40,2.02,2.26,2.84,2.91,2.79,2.38,1.78,1.08,0.33,0.01,0.00,0.00,0.00,0.00,0.00,0.00,20.4
072:(03/13),0.00,0.00,0.00,0.00,0.00,0.03,0.28,0.60,0.82,0.90,1.83,2.04,1.41,1.23,0.64,0.40,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00,10.4
073:(03/14),0.00,0.00,0.00,0.00,0.00,0.07,0.41,1.08,1.70,2.19,2.39,2.35,2.23,1.95,1.33,0.81,0.23,0.01,0.00,0.00,0.00,0.00,0.00,0.00,16.8
074:(03/15),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.12,0.25,0.53,0.59,0.43,0.25,0.11,0.08,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
075:(03/16),0.00,0.00,0.00,0.00,0.00,0.08,0.65,1.49,2.15,2.66,2.95,2.52,2.12,1.41,1.21,0.96,0.36,0.02,0.00,0.00,0.00,0.00,0.00,0.00,18.6
076:(03/17),0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.28,0.37,0.33,0.31,0.42,0.55,0.41,0.30,0.25,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.5
077:(03/18),0.00,0.00,0.00,0.00,0.00,0.09,0.50,0.69,0.59,0.77,1.59,0.75,0.60,0.52,0.38,0.20,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,6.8
078:(03/19),0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.69,1.51,2.11,1.29,1.63,1.34,1.81,0.61,0.38,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00,11.8
079:(03/20),0.00,0.00,0.00,0.00,0.00,0.07,0.35,0.76,1.10,1.12,1.82,1.42,1.03,0.68,0.57,0.50,0.25,0.01,0.00,0.00,0.00,0.00,0.00,0.00,9.7
080:(03/21),0.00,0.00,0.00,0.00,0.00,0.09,0.68,1.42,1.99,1.38,1.77,1.99,2.08,2.30,1.54,0.58,0.28,0.02,0.00,0.00,0.00,0.00,0.00,0.00,16.1
081:(03/22),0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.27,0.35,0.34,0.36,0.33,0.38,1.36,1.78,1.11,0.43,0.03,0.00,0.00,0.00,0.00,0.00,0.00,6.9
082:(03/23),0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.60,1.93,2.70,2.94,2.80,2.68,1.33,0.66,0.32,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.4
083:(03/24),0.00,0.00,0.00,0.00,0.00,0.08,0.34,0.71,2.04,2.60,2.90,2.99,2.45,1.59,1.40,0.62,0.30,0.02,0.00,0.00,0.00,0.00,0.00,0.00,18.0
084:(03/25),0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.18,0.28,0.33,0.29,0.38,0.54,0.64,0.60,0.36,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.9
085:(03/26),0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.34,0.64,1.18,2.71,1.74,1.01,1.34,1.25,0.87,0.34,0.04,0.00,0.00,0.00,0.00,0.00,0.00,11.7
086:(03/27),0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.25,0.55,0.90,1.03,1.40,0.74,0.78,0.72,0.34,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,7.1
087:(03/28),0.00,0.00,0.00,0.00,0.00,0.16,0.64,1.11,1.64,2.42,2.65,2.75,2.52,2.00,1.41,0.92,0.26,0.04,0.00,0.00,0.00,0.00,0.00,0.00,18.5
088:(03/29),0.00,0.00,0.00,0.00,0.00,0.12,0.45,0.94,1.53,1.87,2.28,2.38,2.27,2.09,1.69,1.05,0.34,0.05,0.00,0.00,0.00,0.00,0.00,0.00,17.1
089:(03/30),0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.11,0.16,0.24,0.36,0.32,0.20,0.24,0.30,0.21,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,2.4
090:(03/31),0.00,0.00,0.00,0.00,0.00,0.19,0.80,1.47,2.25,2.76,3.02,3.00,2.74,2.34,1.78,1.06,0.32,0.05,0.00,0.00,0.00,0.00,0.00,0.00,21.8
091:(04/01),0.00,0.00,0.00,0.00,0.00,0.05,0.32,0.98,1.74,1.68,1.45,2.03,0.99,0.83,0.55,0.43,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.2
092:(04/02),0.00,0.00,0.00,0.00,0.00,0.06,0.25,0.41,0.60,1.04,1.76,2.36,2.47,2.35,1.89,1.15,0.46,0.03,0.00,0.00,0.00,0.00,0.00,0.00,14.8
093:(04/03),0.00,0.00,0.00,0.00,0.00,0.10,0.48,1.44,2.31,2.99,3.25,3.27,3.10,2.71,2.10,1.33,0.56,0.05,0.00,0.00,0.00,0.00,0.00,0.00,23.7
094:(04/04),0.00,0.00,0.00,0.00,0.00,0.23,0.86,1.61,2.25,2.68,2.80,2.72,2.66,2.42,1.82,1.08,0.43,0.03,0.00,0.00,0.00,0.00,0.00,0.00,21.6
095:(04/05),0.00,0.00,0.00,0.00,0.00,0.18,0.75,1.29,1.80,2.20,2.17,2.17,1.92,1.49,0.87,0.80,0.24,0.03,0.00,0.00,0.00,0.00,0.00,0.00,15.9
096:(04/06),0.00,0.00,0.00,0.00,0.00,0.13,0.76,1.35,1.87,2.56,2.28,0.76,0.98,2.14,1.35,0.39,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.8
097:(04/07),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.12,0.25,0.59,0.96,1.25,1.76,2.39,1.61,0.85,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,10.0
098:(04/08),0.00,0.00,0.00,0.00,0.00,0.29,0.99,1.64,2.22,2.72,3.02,3.04,2.87,2.46,1.89,1.20,0.49,0.05,0.00,0.00,0.00,0.00,0.00,0.00,22.9
099:(04/09),0.00,0.00,0.00,0.00,0.00,0.19,0.82,1.42,2.01,2.47,2.50,1.85,0.59,0.17,0.15,0.13,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,12.4
100:(04/10),0.00,0.00,0.00,0.00,0.00,0.33,1.06,1.79,2.38,2.06,2.76,1.75,1.01,0.53,0.34,0.14,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.2
101:(04/11),0.00,0.00,0.00,0.00,0.00,0.22,0.52,1.46,1.25,0.89,0.53,0.53,0.44,0.36,0.25,0.19,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,6.7
102:(04/12),0.00,0.00,0.00,0.00,0.00,0.07,0.21,0.38,0.36,0.18,0.29,0.51,1.19,2.55,2.00,1.16,0.57,0.09,0.00,0.00,0.00,0.00,0.00,0.00,9.6
103:(04/13),0.00,0.00,0.00,0.00,0.01,0.36,1.09,1.77,2.36,2.74,2.10,1.66,2.41,2.34,1.77,1.11,0.49,0.07,0.00,0.00,0.00,0.00,0.00,0.00,20.3
104:(04/14),0.00,0.00,0.00,0.00,0.00,0.12,0.30,0.49,0.45,0.34,0.46,0.42,0.66,0.56,0.23,0.18,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,4.3
105:(04/15),0.00,0.00,0.00,0.00,0.01,0.32,1.03,1.74,2.32,2.67,1.87,3.01,2.72,1.85,1.69,1.03,0.28,0.03,0.00,0.00,0.00,0.00,0.00,0.00,20.6
106:(04/16),0.00,0.00,0.00,0.00,0.00,0.15,0.57,1.01,1.23,1.61,2.18,1.38,1.29,1.41,1.95,1.22,0.29,0.04,0.00,0.00,0.00,0.00,0.00,0.00,14.3
107:(04/17),0.00,0.00,0.00,0.00,0.00,0.10,0.45,1.34,1.86,2.66,2.73,2.66,2.59,2.34,1.65,0.54,0.28,0.04,0.00,0.00,0.00,0.00,0.00,0.00,19.2
108:(04/18),0.00,0.00,0.00,0.00,0.02,0.28,0.53,1.63,1.39,1.75,1.78,1.34,1.57,0.85,0.52,0.17,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,11.9
109:(04/19),0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.24,0.64,1.76,3.08,3.11,2.31,1.29,0.52,0.36,0.16,0.03,0.00,0.00,0.00,0.00,0.00,0.00,13.7
110:(04/20),0.00,0.00,0.00,0.00,0.03,0.49,1.26,1.99,2.63,3.09,3.33,3.33,3.10,2.66,2.04,1.33,0.62,0.10,0.00,0.00,0.00,0.00,0.00,0.00,26.0
111:(04/21),0.00,0.00,0.00,0.00,0.02,0.28,1.15,1.80,2.34,2.75,2.99,3.07,2.70,2.12,1.03,0.95,0.49,0.06,0.00,0.00,0.00,0.00,0.00,0.00,21.8
112:(04/22),0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.20,0.26,0.35,0.53,0.70,1.16,1.72,0.76,0.54,0.23,0.03,0.00,0.00,0.00,0.00,0.00,0.00,6.7
113:(04/23),0.00,0.00,0.00,0.00,0.01,0.12,0.24,0.52,0.88,1.06,0.61,0.61,1.66,1.20,0.48,0.13,0.12,0.05,0.00,0.00,0.00,0.00,0.00,0.00,7.7
114:(04/24),0.00,0.00,0.00,0.00,0.04,0.54,1.24,1.73,2.58,2.92,3.01,3.16,1.43,2.27,1.87,0.72,0.28,0.04,0.00,0.00,0.00,0.00,0.00,0.00,21.8
115:(04/25),0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.11,0.24,0.61,0.63,0.28,0.18,0.13,0.06,0.03,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,2.5
116:(04/26),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.38,0.88,0.89,2.21,2.28,1.24,0.84,1.04,0.96,0.22,0.07,0.00,0.00,0.00,0.00,0.00,0.00,11.1
117:(04/27),0.00,0.00,0.00,0.00,0.04,0.51,1.26,1.86,2.28,2.68,2.96,3.05,2.79,2.33,1.13,0.50,0.21,0.03,0.00,0.00,0.00,0.00,0.00,0.00,21.6
118:(04/28),0.00,0.00,0.00,0.00,0.02,0.24,0.63,0.95,1.06,1.16,1.25,2.04,1.14,1.05,0.81,0.47,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,11.0
119:(04/29),0.00,0.00,0.00,0.00,0.06,0.38,0.75,1.34,2.40,2.91,3.22,3.29,2.04,1.53,0.96,0.48,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,19.5
120:(04/30),0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.24,0.34,0.40,0.72,1.04,1.17,1.15,1.50,0.96,0.23,0.04,0.00,0.00,0.00,0.00,0.00,0.00,8.0
121:(05/01),0.00,0.00,0.00,0.00,0.01,0.07,0.21,0.38,0.56,0.65,1.02,2.08,1.84,1.65,1.43,0.74,0.40,0.11,0.00,0.00,0.00,0.00,0.00,0.00,11.2
