1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
2.0000000000,1.0000000000,2.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
3.0000000000,1.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
4.0000000000,1.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
5.0000000000,1.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
6.0000000000,1.0000000000,6.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
7.0000000000,1.0000000000,7.0000000000,0.0014444257,0.0049231700,0.0005000000,60.5301360129
8.0000000000,1.0000000000,8.0000000000,0.0274550688,0.0557988574,0.0060000000,51.8283477411
9.0000000000,1.0000000000,9.0000000000,0.0250468762,0.0991918532,0.0105000000,43.6964130695
10.0000000000,1.0000000000,10.0000000000,0.0345354347,0.1504411202,0.0160000000,36.8310337253
11.0000000000,1.0000000000,11.0000000000,0.0324969839,0.1702871135,0.0180000000,32.3351052156
12.0000000000,1.0000000000,12.0000000000,0.0096211191,0.1120857652,0.0115000000,31.3991686914
13.0000000000,1.0000000000,13.0000000000,0.0040858664,0.0738166225,0.0075000000,34.3413564593
14.0000000000,1.0000000000,14.0000000000,0.0014917297,0.0396175831,0.0040000000,40.2500180174
15.0000000000,1.0000000000,15.0000000000,0.0003923913,0.0149232935,0.0015000000,47.8991466343
16.0000000000,1.0000000000,16.0000000000,0.0003153407,0.0049716666,0.0005000000,56.3835040891
17.0000000000,1.0000000000,17.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
18.0000000000,1.0000000000,18.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
19.0000000000,1.0000000000,19.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
20.0000000000,1.0000000000,20.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
21.0000000000,1.0000000000,21.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
22.0000000000,1.0000000000,22.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
23.0000000000,1.0000000000,23.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
24.0000000000,2.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
25.0000000000,2.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
26.0000000000,2.0000000000,2.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
27.0000000000,2.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
28.0000000000,2.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
29.0000000000,2.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
30.0000000000,2.0000000000,6.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
31.0000000000,2.0000000000,7.0000000000,0.0210573707,0.0138753706,0.0015000000,60.6617322611
32.0000000000,2.0000000000,8.0000000000,0.0568719367,0.0712846399,0.0080000000,51.9590965794
33.0000000000,2.0000000000,9.0000000000,0.0390562292,0.1159215942,0.0125000000,43.8240951837
34.0000000000,2.0000000000,10.0000000000,0.0090606585,0.0924854704,0.0095000000,36.9507180509
35.0000000000,2.0000000000,11.0000000000,0.0126097500,0.1212201253,0.0125000000,32.4370613574
36.0000000000,2.0000000000,12.0000000000,0.0240305188,0.1576970554,0.0165000000,31.4716041796
37.0000000000,2.0000000000,13.0000000000,0.0105564802,0.1069303387,0.0110000000,34.3812145195
38.0000000000,2.0000000000,14.0000000000,0.0058463505,0.0684932760,0.0070000000,40.2651935615
39.0000000000,2.0000000000,15.0000000000,0.0236128958,0.0753449491,0.0080000000,47.8999205247
40.0000000000,2.0000000000,16.0000000000,0.0839215842,0.0422833353,0.0050000000,56.3780132682
41.0000000000,2.0000000000,17.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
42.0000000000,2.0000000000,18.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
43.0000000000,2.0000000000,19.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
44.0000000000,2.0000000000,20.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
45.0000000000,2.0000000000,21.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
46.0000000000,2.0000000000,22.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
47.0000000000,2.0000000000,23.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
48.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
49.0000000000,3.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
50.0000000000,3.0000000000,2.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
51.0000000000,3.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
52.0000000000,3.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
53.0000000000,3.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
54.0000000000,3.0000000000,6.0000000000,0.0000000000,0.0000000000,0.0000000000,90.0000000000
55.0000000000,3.0000000000,7.0000000000,0.0014324416,0.0049231700,0.0005000000,60.7984052644
