0.0000000000,0.7022970000,0.7022970000,0.1060000000,0.1170000000
1.0000000000,0.7023015716,0.7023015716,0.1060194430,0.1170119629
2.0000000000,0.7023148968,0.7023148968,0.1060774308,0.1170477735
3.0000000000,0.7023358132,0.7023358132,0.1061729472,0.1171071995
4.0000000000,0.7023624044,0.7023624044,0.1063043207,0.1171898614
5.0000000000,0.7023920312,0.7023920312,0.1064692579,0.1172952447
6.0000000000,0.7024213745,0.7024213745,0.1066648894,0.1174227150
7.0000000000,0.7024464892,0.7024464892,0.1068878273,0.1175715391
8.0000000000,0.7024628686,0.7024628686,0.1071342343,0.1177409082
9.0000000000,0.7024655178,0.7024655178,0.1073999024,0.1179299661
10.0000000000,0.7024490350,0.7024490350,0.1076803405,0.1181378389
11.0000000000,0.7024076996,0.7024076996,0.1079708694,0.1183636685
12.0000000000,0.7023355656,0.7023355656,0.1082667231,0.1186066477
13.0000000000,0.7022265583,0.7022265583,0.1085631544,0.1188660564
14.0000000000,0.7020745738,0.7020745738,0.1088555434,0.1191412990
15.0000000000,0.7018735776,0.7018735776,0.1091395068,0.1194319427
16.0000000000,0.7016177026,0.7016177026,0.1094110076,0.1197377540
17.0000000000,0.7013013436,0.7013013436,0.1096664613,0.1200587362
18.0000000000,0.7009192468,0.7009192468,0.1099028389,0.1203951639
19.0000000000,0.7004665918,0.7004665918,0.1101177642,0.1207476165
20.0000000000,0.6999390664,0.6999390664,0.1103096030,0.1211170083
21.0000000000,0.6993329297,0.6993329297,0.1104775448,0.1215046168
22.0000000000,0.6986450647,0.6986450647,0.1106216729,0.1219121062
23.0000000000,0.6978730171,0.6978730171,0.1107430245,0.1223415486
24.0000000000,0.6970150197,0.6970150197,0.1108436368,0.1227954397
25.0000000000,0.6960700015,0.6960700015,0.1109265808,0.1232767116
26.0000000000,0.6950375802,0.6950375802,0.1109959806,0.1237887405
27.0000000000,0.6939180373,0.6939180373,0.1110570177,0.1243353502
28.0000000000,0.6927122757,0.6927122757,0.1111159210,0.1249208115
29.0000000000,0.6914217592,0.6914217592,0.1111799416,0.1255498373
30.0000000000,0.6900484338,0.6900484338,0.1112573134,0.1262275743
