[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
044:(02/13),0.00,0.00,0.00,0.00,0.00,0.00,0.49,1.06,1.63,2.06,2.31,2.17,1.54,1.05,0.79,0.29,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.5
045:(02/14),0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.61,1.16,1.44,1.32,1.28,1.31,1.08,0.71,0.19,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.4
046:(02/15),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
047:(02/16),0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.49,0.18,0.15,0.19,0.28,0.85,0.45,0.50,0.71,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5
048:(02/17),0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.68,1.81,2.24,2.45,2.53,2.46,2.23,1.85,1.08,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.1
049:(02/18),0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.43,1.00,1.08,0.63,0.79,0.55,0.12,0.06,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.1
050:(02/19),0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.97,1.57,0.77,0.35,1.34,0.27,0.09,0.57,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.5
051:(02/20),0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.55,1.19,0.96,0.68,0.15,0.64,1.16,1.06,0.26,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.8
052:(02/21),0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.79,1.43,1.96,2.13,2.20,1.90,1.58,0.95,0.70,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.2
053:(02/22),0.00,0.00,0.00,0.00,0.00,0.00,0.49,1.30,1.64,1.80,1.95,2.03,1.54,1.55,1.29,0.76,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.7
054:(02/23),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.76,1.50,1.90,2.19,2.31,2.24,0.78,0.23,0.75,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.0
