1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000
2.0000000000,1.0000000000,2.0000000000,0.0000000000,0.0000000000
3.0000000000,1.0000000000,3.0000000000,0.0000000000,0.0000000000
4.0000000000,1.0000000000,4.0000000000,0.0000000000,0.0000000000
5.0000000000,1.0000000000,5.0000000000,0.0000000000,0.0000000000
6.0000000000,1.0000000000,6.0000000000,0.0000000000,0.0000000000
7.0000000000,1.0000000000,7.0000000000,0.0029360293,0.0098463401
8.0000000000,1.0000000000,8.0000000000,0.0444242753,0.1115977148
9.0000000000,1.0000000000,9.0000000000,0.0346424841,0.1983837063
10.0000000000,1.0000000000,10.0000000000,0.0431473531,0.3008822404
11.0000000000,1.0000000000,11.0000000000,0.0384609606,0.3405742270
12.0000000000,1.0000000000,12.0000000000,0.0112717766,0.2241715304
13.0000000000,1.0000000000,13.0000000000,0.0049484187,0.1476332449
14.0000000000,1.0000000000,14.0000000000,0.0019544898,0.0792351662
15.0000000000,1.0000000000,15.0000000000,0.0005852764,0.0298465870
16.0000000000,1.0000000000,16.0000000000,0.0005695860,0.0099433333
17.0000000000,1.0000000000,17.0000000000,0.0000000000,0.0000000000
18.0000000000,1.0000000000,18.0000000000,0.0000000000,0.0000000000
19.0000000000,1.0000000000,19.0000000000,0.0000000000,0.0000000000
20.0000000000,1.0000000000,20.0000000000,0.0000000000,0.0000000000
21.0000000000,1.0000000000,21.0000000000,0.0000000000,0.0000000000
22.0000000000,1.0000000000,22.0000000000,0.0000000000,0.0000000000
23.0000000000,1.0000000000,23.0000000000,0.0000000000,0.0000000000
24.0000000000,2.0000000000,0.0000000000,0.0000000000,0.0000000000
25.0000000000,2.0000000000,1.0000000000,0.0000000000,0.0000000000
26.0000000000,2.0000000000,2.0000000000,0.0000000000,0.0000000000
27.0000000000,2.0000000000,3.0000000000,0.0000000000,0.0000000000
28.0000000000,2.0000000000,4.0000000000,0.0000000000,0.0000000000
