[MJ/(m2h)],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,Daily Amount 
046:(02/15),0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.16,0.24,0.34,0.32,0.24,0.22,0.16,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9
047:(02/16),0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.35,0.54,0.67,0.82,0.93,0.91,0.79,0.57,0.28,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.0
048:(02/17),0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.33,0.23,0.24,0.28,0.27,0.26,0.22,0.18,0.19,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
049:(02/18),0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.37,0.52,0.73,0.97,1.00,0.96,0.64,0.38,0.19,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.9
050:(02/19),0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.54,0.53,0.96,0.99,0.77,0.77,0.45,0.31,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.8
051:(02/20),0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.37,0.46,0.77,0.98,0.84,0.97,0.67,0.46,0.33,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.0
052:(02/21),0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.32,0.37,0.35,0.41,0.42,0.51,0.49,0.50,0.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.9
053:(02/22),0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.17,0.28,0.43,0.50,0.50,0.68,0.50,0.38,0.28,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.9
054:(02/23),0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.34,0.34,0.37,0.37,0.35,0.33,0.80,0.58,0.29,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0
055:(02/24),0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.28,0.38,0.46,0.55,0.60,0.58,0.72,0.45,0.28,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5
056:(02/25),0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.26,0.34,0.41,0.45,0.47,0.56,0.46,0.29,0.25,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7
057:(02/26),0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.25,0.36,0.51,0.69,0.77,0.76,0.76,0.62,0.37,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.4
058:(02/27),0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.38,0.56,0.87,1.05,1.05,0.96,0.81,0.63,0.37,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.9
059:(02/28),0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.44,0.62,0.91,1.02,0.66,1.03,0.48,0.21,0.13,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.7
060:(03/01),0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.12,0.19,0.44,1.03,0.76,0.51,0.38,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7
061:(03/02),0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.40,0.32,0.35,0.36,0.45,0.97,0.74,0.66,0.35,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.9
062:(03/03),0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.17,0.20,0.22,0.27,0.29,0.27,0.27,0.28,0.25,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
063:(03/04),0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.28,0.41,0.51,0.51,0.49,0.44,0.37,0.53,0.34,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.1
064:(03/05),0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.15,0.19,0.22,0.25,0.27,0.30,0.28,0.20,0.19,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4
065:(03/06),0.00,0.00,0.00,0.00,0.00,0.02,0.19,0.24,0.33,0.37,0.38,0.56,0.70,0.71,0.59,0.38,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.6
066:(03/07),0.00,0.00,0.00,0.00,0.00,0.02,0.21,0.41,0.57,0.97,1.04,0.89,1.08,0.79,0.41,0.18,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.6
067:(03/08),0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.18,0.28,0.33,0.26,0.36,0.29,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2
068:(03/09),0.00,0.00,0.00,0.00,0.00,0.02,0.22,0.35,0.34,0.32,0.30,0.31,0.34,0.36,0.42,0.18,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.3
069:(03/10),0.00,0.00,0.00,0.00,0.00,0.03,0.21,0.28,0.37,0.38,0.39,0.39,0.38,0.69,0.70,0.42,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.4
070:(03/11),0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.49,0.74,0.76,1.07,0.91,1.06,0.95,0.46,0.29,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.1
071:(03/12),0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.20,0.29,0.63,0.34,0.36,0.32,0.33,0.32,0.26,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.5
072:(03/13),0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.48,0.68,0.79,1.16,1.17,1.08,0.93,0.56,0.34,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,7.6
073:(03/14),0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.48,0.65,0.75,0.90,1.03,0.96,0.81,0.70,0.44,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,7.2
074:(03/15),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.12,0.25,0.49,0.55,0.43,0.25,0.11,0.08,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5
075:(03/16),0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.19,0.24,0.27,0.31,0.91,1.06,0.98,0.74,0.40,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00,5.5
076:(03/17),0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.27,0.35,0.33,0.29,0.42,0.52,0.39,0.29,0.23,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.3
077:(03/18),0.00,0.00,0.00,0.00,0.00,0.05,0.28,0.53,0.54,0.71,1.18,0.73,0.59,0.50,0.35,0.19,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,5.7
078:(03/19),0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.54,0.82,0.91,1.07,1.22,1.08,0.95,0.55,0.33,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,7.9
079:(03/20),0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.56,0.83,0.94,1.22,1.15,0.91,0.63,0.52,0.41,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00,7.7
080:(03/21),0.00,0.00,0.00,0.00,0.00,0.05,0.25,0.35,0.51,1.05,1.23,1.26,1.13,0.57,0.66,0.44,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00,7.7
081:(03/22),0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.26,0.34,0.32,0.32,0.33,0.38,1.00,0.47,0.36,0.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00,4.2
082:(03/23),0.00,0.00,0.00,0.00,0.00,0.04,0.23,0.50,0.62,0.36,0.46,0.73,0.65,1.00,0.58,0.29,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.6
083:(03/24),0.00,0.00,0.00,0.00,0.00,0.06,0.28,0.56,0.52,0.50,0.52,0.51,0.93,1.03,0.75,0.47,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,6.4
084:(03/25),0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.18,0.26,0.33,0.29,0.37,0.52,0.59,0.54,0.33,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.7
085:(03/26),0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.32,0.59,0.98,0.82,1.28,0.91,1.01,0.79,0.50,0.22,0.03,0.00,0.00,0.00,0.00,0.00,0.00,7.6
086:(03/27),0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.25,0.52,0.81,0.93,1.17,0.71,0.71,0.62,0.31,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,6.3
087:(03/28),0.00,0.00,0.00,0.00,0.00,0.08,0.35,0.64,0.89,0.80,0.92,0.89,0.93,0.94,0.78,0.50,0.20,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.0
088:(03/29),0.00,0.00,0.00,0.00,0.00,0.09,0.34,0.65,0.92,1.14,1.21,1.21,1.13,0.89,0.64,0.46,0.23,0.04,0.00,0.00,0.00,0.00,0.00,0.00,9.0
089:(03/30),0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.11,0.13,0.24,0.36,0.32,0.20,0.20,0.30,0.20,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,2.3
090:(03/31),0.00,0.00,0.00,0.00,0.00,0.10,0.32,0.49,0.43,0.46,0.52,0.62,0.72,0.68,0.58,0.47,0.23,0.04,0.00,0.00,0.00,0.00,0.00,0.00,5.7
091:(04/01),0.00,0.00,0.00,0.00,0.00,0.05,0.28,0.67,0.89,1.17,1.19,1.34,0.91,0.75,0.51,0.38,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.3
092:(04/02),0.00,0.00,0.00,0.00,0.00,0.06,0.23,0.39,0.55,0.92,1.30,1.27,1.04,0.70,0.49,0.43,0.24,0.03,0.00,0.00,0.00,0.00,0.00,0.00,7.7
093:(04/03),0.00,0.00,0.00,0.00,0.00,0.09,0.36,0.56,0.43,0.26,0.30,0.34,0.32,0.30,0.29,0.29,0.20,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.8
094:(04/04),0.00,0.00,0.00,0.00,0.00,0.12,0.34,0.44,0.52,0.64,0.87,1.04,0.88,0.64,0.59,0.49,0.25,0.03,0.00,0.00,0.00,0.00,0.00,0.00,6.9
095:(04/05),0.00,0.00,0.00,0.00,0.00,0.12,0.40,0.67,0.92,1.11,1.32,1.35,1.28,1.08,0.72,0.54,0.20,0.03,0.00,0.00,0.00,0.00,0.00,0.00,9.7
096:(04/06),0.00,0.00,0.00,0.00,0.00,0.11,0.40,0.66,0.89,0.82,1.30,0.70,0.88,0.94,0.84,0.35,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00,8.1
097:(04/07),0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.12,0.24,0.59,0.87,1.10,1.27,0.71,0.77,0.55,0.12,0.01,0.00,0.00,0.00,0.00,0.00,0.00,6.4
098:(04/08),0.00,0.00,0.00,0.00,0.00,0.14,0.31,0.48,0.62,0.66,0.66,0.71,0.68,0.65,0.57,0.45,0.26,0.04,0.00,0.00,0.00,0.00,0.00,0.00,6.2
099:(04/09),0.00,0.00,0.00,0.00,0.00,0.14,0.41,0.66,0.84,0.96,1.22,1.37,0.59,0.17,0.15,0.13,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,6.7
100:(04/10),0.00,0.00,0.00,0.00,0.00,0.15,0.28,0.36,0.47,1.21,1.02,1.34,0.90,0.48,0.33,0.13,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,6.8
101:(04/11),0.00,0.00,0.00,0.00,0.00,0.16,0.40,0.67,0.97,0.82,0.45,0.47,0.39,0.35,0.24,0.19,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,5.2
102:(04/12),0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.36,0.34,0.18,0.29,0.48,1.04,0.58,0.50,0.50,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,4.8
103:(04/13),0.00,0.00,0.00,0.00,0.01,0.16,0.30,0.44,0.55,0.72,1.38,1.32,1.20,0.84,0.72,0.53,0.28,0.05,0.00,0.00,0.00,0.00,0.00,0.00,8.5
104:(04/14),0.00,0.00,0.00,0.00,0.00,0.11,0.28,0.45,0.45,0.34,0.46,0.42,0.64,0.56,0.21,0.18,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,4.2
105:(04/15),0.00,0.00,0.00,0.00,0.01,0.19,0.38,0.50,0.64,0.84,1.37,0.86,0.96,1.13,0.78,0.57,0.23,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.5
106:(04/16),0.00,0.00,0.00,0.00,0.00,0.13,0.44,0.75,0.98,1.23,1.39,1.19,1.12,1.09,0.58,0.49,0.24,0.04,0.00,0.00,0.00,0.00,0.00,0.00,9.7
107:(04/17),0.00,0.00,0.00,0.00,0.00,0.09,0.38,0.77,1.01,0.89,1.15,1.25,1.10,0.88,0.82,0.47,0.23,0.04,0.00,0.00,0.00,0.00,0.00,0.00,9.1
108:(04/18),0.00,0.00,0.00,0.00,0.02,0.20,0.43,0.64,1.04,1.27,1.37,1.17,1.25,0.77,0.49,0.17,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.9
109:(04/19),0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.24,0.61,1.27,0.77,0.78,1.29,1.05,0.50,0.33,0.15,0.03,0.00,0.00,0.00,0.00,0.00,0.00,7.2
110:(04/20),0.00,0.00,0.00,0.00,0.03,0.17,0.25,0.32,0.35,0.39,0.43,0.48,0.52,0.53,0.53,0.44,0.28,0.05,0.00,0.00,0.00,0.00,0.00,0.00,4.8
111:(04/21),0.00,0.00,0.00,0.00,0.02,0.20,0.36,0.53,0.71,0.84,0.91,0.86,1.04,1.07,0.82,0.60,0.31,0.05,0.00,0.00,0.00,0.00,0.00,0.00,8.3
112:(04/22),0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.20,0.22,0.35,0.51,0.69,1.05,1.16,0.67,0.46,0.20,0.03,0.00,0.00,0.00,0.00,0.00,0.00,5.7
113:(04/23),0.00,0.00,0.00,0.00,0.01,0.11,0.23,0.48,0.78,0.95,0.51,0.53,1.30,1.01,0.44,0.13,0.12,0.04,0.00,0.00,0.00,0.00,0.00,0.00,6.6
114:(04/24),0.00,0.00,0.00,0.00,0.04,0.18,0.33,0.64,0.46,0.66,0.92,0.77,1.20,1.00,0.73,0.56,0.24,0.04,0.00,0.00,0.00,0.00,0.00,0.00,7.8
115:(04/25),0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.11,0.23,0.55,0.63,0.28,0.00,0.00,0.00,0.02,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,2.1
116:(04/26),0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.36,0.80,0.85,1.44,1.45,1.10,0.78,0.83,0.62,0.20,0.06,0.00,0.00,0.00,0.00,0.00,0.00,8.6
117:(04/27),0.00,0.00,0.00,0.00,0.04,0.23,0.35,0.55,0.85,0.99,1.01,0.95,1.00,0.97,0.87,0.45,0.19,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.5
118:(04/28),0.00,0.00,0.00,0.00,0.02,0.20,0.49,0.76,0.91,1.02,1.11,1.46,1.01,0.93,0.71,0.43,0.13,0.02,0.00,0.00,0.00,0.00,0.00,0.00,9.2
119:(04/29),0.00,0.00,0.00,0.00,0.05,0.25,0.53,0.84,0.74,0.74,0.68,0.63,1.38,1.16,0.80,0.43,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.4
120:(04/30),0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.23,0.34,0.40,0.71,0.99,1.05,0.99,0.92,0.63,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,6.7
121:(05/01),0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.36,0.56,0.57,0.98,1.47,1.36,1.18,0.93,0.58,0.31,0.08,0.00,0.00,0.00,0.00,0.00,0.00,8.7
122:(05/02),0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.27,0.35,0.66,0.71,0.53,0.41,0.31,0.26,0.17,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,4.0
123:(05/03),0.00,0.00,0.00,0.00,0.01,0.11,0.28,0.52,0.76,0.83,0.83,0.70,0.61,0.59,0.39,0.25,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,6.0
124:(05/04),0.00,0.00,0.00,0.00,0.01,0.06,0.24,0.59,0.96,1.34,1.47,1.16,0.94,0.85,0.54,0.21,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.4
125:(05/05),0.00,0.00,0.00,0.00,0.03,0.16,0.31,0.57,0.80,0.84,0.92,0.86,0.95,1.18,0.92,0.63,0.35,0.09,0.00,0.00,0.00,0.00,0.00,0.00,8.6
126:(05/06),0.00,0.00,0.00,0.00,0.04,0.28,0.56,0.84,0.80,1.07,1.43,1.28,0.91,1.21,0.61,0.44,0.25,0.06,0.00,0.00,0.00,0.00,0.00,0.00,9.8
127:(05/07),0.00,0.00,0.00,0.00,0.05,0.27,0.46,0.66,0.82,0.89,1.03,1.21,1.23,1.20,0.84,0.60,0.36,0.10,0.00,0.00,0.00,0.00,0.00,0.00,9.7
128:(05/08),0.00,0.00,0.00,0.00,0.04,0.23,0.45,0.78,0.95,0.86,0.72,1.09,1.16,0.87,0.82,0.62,0.34,0.08,0.00,0.00,0.00,0.00,0.00,0.00,9.0
129:(05/09),0.00,0.00,0.00,0.00,0.05,0.24,0.34,0.47,0.58,0.66,0.78,0.88,0.89,0.79,0.69,0.56,0.35,0.10,0.00,0.00,0.00,0.00,0.00,0.00,7.4
130:(05/10),0.00,0.00,0.00,0.00,0.05,0.30,0.56,0.89,1.15,1.27,1.32,1.28,1.27,1.07,0.88,0.66,0.34,0.08,0.00,0.00,0.00,0.00,0.00,0.00,11.1
131:(05/11),0.00,0.00,0.00,0.00,0.04,0.22,0.47,0.77,1.01,1.11,1.12,0.96,0.65,0.45,0.42,0.30,0.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,7.7
132:(05/12),0.00,0.00,0.00,0.00,0.02,0.09,0.21,0.34,0.28,0.32,0.55,0.88,0.91,0.68,0.69,0.66,0.36,0.11,0.00,0.00,0.00,0.00,0.00,0.00,6.1
133:(05/13),0.00,0.00,0.00,0.00,0.06,0.29,0.52,0.65,0.73,1.05,1.03,1.00,1.13,0.92,0.97,0.48,0.24,0.08,0.00,0.00,0.00,0.00,0.00,0.00,9.2
134:(05/14),0.00,0.00,0.00,0.00,0.06,0.30,0.60,0.87,1.03,1.24,1.38,1.38,1.36,1.20,0.95,0.66,0.38,0.10,0.00,0.00,0.00,0.00,0.00,0.00,11.5
135:(05/15),0.00,0.00,0.00,0.00,0.01,0.07,0.17,0.23,0.41,0.62,0.73,0.75,0.77,0.55,0.38,0.38,0.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00,5.5
136:(05/16),0.00,0.00,0.00,0.00,0.07,0.29,0.44,0.54,0.65,0.74,0.83,1.08,1.35,0.96,0.78,0.62,0.38,0.12,0.00,0.00,0.00,0.00,0.00,0.00,8.9
137:(05/17),0.00,0.00,0.00,0.00,0.07,0.30,0.53,0.80,1.14,1.34,1.34,1.47,1.26,1.12,0.97,0.49,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,11.0
138:(05/18),0.00,0.00,0.00,0.00,0.01,0.11,0.24,0.33,0.67,1.37,1.49,1.27,1.24,0.83,0.83,0.69,0.39,0.13,0.00,0.00,0.00,0.00,0.00,0.00,9.6
139:(05/19),0.00,0.00,0.00,0.00,0.07,0.28,0.36,0.38,0.42,0.48,0.53,0.56,0.56,0.54,0.52,0.43,0.31,0.13,0.00,0.00,0.00,0.00,0.00,0.00,5.6
140:(05/20),0.00,0.00,0.00,0.00,0.01,0.08,0.36,0.73,1.12,1.36,1.45,1.51,1.34,0.77,0.67,0.52,0.35,0.13,0.00,0.00,0.00,0.00,0.00,0.00,10.4
141:(05/21),0.00,0.00,0.00,0.00,0.08,0.29,0.52,0.77,0.97,1.14,1.17,1.19,1.11,1.11,0.85,0.68,0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,10.4
142:(05/22),0.00,0.00,0.00,0.00,0.04,0.17,0.26,0.33,0.77,1.39,1.48,0.89,0.72,0.66,0.70,0.68,0.36,0.14,0.00,0.00,0.00,0.00,0.00,0.00,8.6
143:(05/23),0.00,0.00,0.00,0.00,0.08,0.32,0.54,0.71,0.92,1.08,1.00,0.89,0.89,0.77,0.79,0.70,0.40,0.14,0.00,0.00,0.00,0.00,0.00,0.00,9.2
144:(05/24),0.00,0.00,0.00,0.00,0.07,0.27,0.62,0.82,0.96,1.08,1.00,0.90,0.73,0.58,0.52,0.48,0.37,0.13,0.01,0.00,0.00,0.00,0.00,0.00,8.5
145:(05/25),0.00,0.00,0.00,0.00,0.09,0.34,0.62,0.58,0.79,0.97,0.91,1.00,1.39,1.14,0.85,0.54,0.28,0.12,0.00,0.00,0.00,0.00,0.00,0.00,9.6
146:(05/26),0.00,0.00,0.00,0.00,0.09,0.33,0.58,0.86,1.19,1.40,1.05,0.80,0.80,0.72,0.42,0.23,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.6
147:(05/27),0.00,0.00,0.00,0.00,0.01,0.09,0.18,0.26,0.43,0.48,0.42,0.58,0.89,1.20,0.77,0.69,0.32,0.12,0.00,0.00,0.00,0.00,0.00,0.00,6.4
148:(05/28),0.00,0.00,0.00,0.00,0.02,0.12,0.32,0.47,0.64,1.20,1.24,1.08,1.29,1.01,0.94,0.51,0.41,0.13,0.01,0.00,0.00,0.00,0.00,0.00,9.4
149:(05/29),0.00,0.00,0.00,0.00,0.08,0.34,0.63,0.93,1.19,1.35,0.89,0.55,0.68,1.25,0.94,0.54,0.27,0.08,0.00,0.00,0.00,0.00,0.00,0.00,9.7
150:(05/30),0.00,0.00,0.00,0.00,0.01,0.09,0.23,0.34,0.85,0.99,1.06,1.33,1.06,1.08,0.77,0.61,0.37,0.15,0.01,0.00,0.00,0.00,0.00,0.00,9.0
151:(05/31),0.00,0.00,0.00,0.00,0.09,0.34,0.62,0.80,0.70,0.84,1.52,1.53,1.41,1.20,0.95,0.65,0.32,0.10,0.00,0.00,0.00,0.00,0.00,0.00,11.1
152:(06/01),0.00,0.00,0.00,0.00,0.09,0.34,0.63,0.93,1.18,1.04,1.45,1.23,0.80,0.78,0.68,0.55,0.39,0.16,0.01,0.00,0.00,0.00,0.00,0.00,10.3
153:(06/02),0.00,0.00,0.00,0.00,0.07,0.29,0.59,0.83,1.14,1.38,1.17,1.23,1.11,0.97,0.73,0.45,0.21,0.05,0.00,0.00,0.00,0.00,0.00,0.00,10.2
154:(06/03),0.00,0.00,0.00,0.00,0.02,0.12,0.26,0.26,0.22,0.65,1.50,1.53,1.44,1.03,0.80,0.70,0.40,0.17,0.01,0.00,0.00,0.00,0.00,0.00,9.1
155:(06/04),0.00,0.00,0.00,0.00,0.07,0.32,0.56,0.72,1.03,1.32,1.36,1.33,0.82,0.79,0.82,0.69,0.39,0.11,0.01,0.00,0.00,0.00,0.00,0.00,10.3
156:(06/05),0.00,0.00,0.00,0.00,0.08,0.24,0.43,0.64,0.65,0.60,0.49,0.47,0.82,1.18,0.82,0.58,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,7.3
157:(06/06),0.00,0.00,0.00,0.00,0.06,0.13,0.14,0.21,0.32,0.50,0.62,0.93,1.03,1.26,0.95,0.55,0.22,0.08,0.01,0.00,0.00,0.00,0.00,0.00,7.0
158:(06/07),0.00,0.00,0.00,0.00,0.01,0.05,0.25,0.56,0.88,1.06,1.12,1.31,1.33,1.13,0.72,0.57,0.17,0.04,0.00,0.00,0.00,0.00,0.00,0.00,9.2
159:(06/08),0.00,0.00,0.00,0.00,0.05,0.24,0.47,0.60,0.59,0.84,1.22,1.15,1.08,1.25,0.81,0.40,0.16,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.9
160:(06/09),0.00,0.00,0.00,0.00,0.03,0.12,0.13,0.14,0.44,0.50,0.37,0.36,0.33,0.32,0.35,0.47,0.36,0.17,0.02,0.00,0.00,0.00,0.00,0.00,4.1
161:(06/10),0.00,0.00,0.00,0.00,0.10,0.35,0.57,0.78,1.02,1.18,1.18,1.21,1.12,0.96,0.82,0.69,0.26,0.02,0.00,0.00,0.00,0.00,0.00,0.00,10.3
162:(06/11),0.00,0.00,0.00,0.00,0.04,0.16,0.48,0.92,0.94,1.17,1.23,1.34,1.26,1.28,0.77,0.36,0.43,0.16,0.01,0.00,0.00,0.00,0.00,0.00,10.6
163:(06/12),0.00,0.00,0.00,0.00,0.09,0.35,0.56,0.93,1.11,0.84,1.13,1.26,1.20,1.27,1.03,0.72,0.38,0.11,0.01,0.00,0.00,0.00,0.00,0.00,11.0
164:(06/13),0.00,0.00,0.00,0.00,0.07,0.27,0.57,0.70,0.91,1.40,1.13,1.48,1.17,0.75,0.46,0.31,0.18,0.06,0.00,0.00,0.00,0.00,0.00,0.00,9.5
165:(06/14),0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.26,0.31,0.28,0.50,1.02,1.23,0.99,1.03,0.52,0.32,0.16,0.02,0.00,0.00,0.00,0.00,0.00,6.9
166:(06/15),0.00,0.00,0.00,0.00,0.06,0.25,0.61,0.91,1.16,1.32,1.46,1.54,1.43,1.28,0.94,0.48,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,11.7
167:(06/16),0.00,0.00,0.00,0.00,0.06,0.33,0.62,0.91,1.14,1.39,1.43,1.43,1.40,1.27,0.72,0.64,0.33,0.12,0.01,0.00,0.00,0.00,0.00,0.00,11.8
168:(06/17),0.00,0.00,0.00,0.00,0.06,0.25,0.49,0.79,1.19,1.36,1.43,1.32,1.22,1.10,0.92,0.71,0.45,0.18,0.02,0.00,0.00,0.00,0.00,0.00,11.5
169:(06/18),0.00,0.00,0.00,0.00,0.10,0.34,0.63,0.93,1.13,1.40,1.42,1.53,1.21,1.13,0.95,0.41,0.17,0.07,0.00,0.00,0.00,0.00,0.00,0.00,11.4
170:(06/19),0.00,0.00,0.00,0.00,0.01,0.11,0.23,0.26,0.30,0.28,0.32,0.36,0.30,0.26,0.35,0.41,0.22,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.5
171:(06/20),0.00,0.00,0.00,0.00,0.05,0.19,0.25,0.42,1.18,1.24,1.34,1.43,1.32,1.14,1.01,0.67,0.43,0.18,0.02,0.00,0.00,0.00,0.00,0.00,10.9
172:(06/21),0.00,0.00,0.00,0.00,0.08,0.35,0.63,0.91,1.19,1.30,1.48,1.48,1.30,0.25,0.20,0.30,0.23,0.08,0.00,0.00,0.00,0.00,0.00,0.00,9.8
173:(06/22),0.00,0.00,0.00,0.00,0.09,0.31,0.49,0.69,1.11,1.18,0.91,1.44,1.45,1.27,1.03,0.75,0.45,0.14,0.01,0.00,0.00,0.00,0.00,0.00,11.3
174:(06/23),0.00,0.00,0.00,0.00,0.03,0.14,0.20,0.30,0.52,0.38,0.00,0.00,0.30,0.26,0.29,0.29,0.16,0.07,0.01,0.00,0.00,0.00,0.00,0.00,3.0
